TOURNAMENT,CLASS,NAME,WIN_FLG,LOSE_FLG
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,0,1
H1-1,大関,旭富士,1,0
H1-1,大関,旭富士,1,0
H1-1,張出大関,小錦,1,0
H1-1,張出大関,小錦,0,1
H1-1,張出大関,小錦,1,0
H1-1,張出大関,小錦,0,1
H1-1,張出大関,小錦,0,1
H1-1,張出大関,小錦,0,1
H1-1,張出大関,小錦,1,0
H1-1,張出大関,小錦,0,1
H1-1,張出大関,小錦,0,1
H1-1,張出大関,小錦,0,1
H1-1,張出大関,小錦,0,1
H1-1,張出大関,小錦,0,1
H1-1,大関,北天佑,0,1
H1-1,大関,北天佑,1,0
H1-1,大関,北天佑,1,0
H1-1,大関,北天佑,1,0
H1-1,大関,北天佑,1,0
H1-1,大関,北天佑,0,1
H1-1,大関,北天佑,1,0
H1-1,大関,北天佑,1,0
H1-1,大関,北天佑,0,1
H1-1,大関,北天佑,1,0
H1-1,大関,北天佑,0,1
H1-1,大関,北天佑,0,1
H1-1,大関,北天佑,1,0
H1-1,大関,北天佑,1,0
H1-1,大関,北天佑,1,0
H1-1,張出大関,朝潮,1,0
H1-1,張出大関,朝潮,1,0
H1-1,張出大関,朝潮,1,0
H1-1,張出大関,朝潮,1,0
H1-1,張出大関,朝潮,0,1
H1-1,張出大関,朝潮,1,0
H1-1,張出大関,朝潮,1,0
H1-1,張出大関,朝潮,0,1
H1-1,張出大関,朝潮,0,1
H1-1,張出大関,朝潮,0,1
H1-1,張出大関,朝潮,0,1
H1-1,張出大関,朝潮,0,1
H1-1,張出大関,朝潮,1,0
H1-1,張出大関,朝潮,1,0
H1-1,張出大関,朝潮,0,1
H1-11,大関,北天佑,1,0
H1-11,大関,北天佑,0,1
H1-11,大関,北天佑,1,0
H1-11,大関,北天佑,1,0
H1-11,大関,北天佑,0,1
H1-11,大関,北天佑,0,1
H1-11,大関,北天佑,0,1
H1-11,大関,北天佑,1,0
H1-11,大関,北天佑,0,1
H1-11,大関,北天佑,0,1
H1-11,大関,北天佑,0,1
H1-11,大関,北天佑,1,0
H1-11,大関,北天佑,0,1
H1-11,大関,北天佑,0,1
H1-11,大関,北天佑,0,1
H1-11,大関,旭富士,0,1
H1-11,大関,旭富士,0,1
H1-11,大関,旭富士,1,0
H1-11,大関,旭富士,0,1
H1-11,大関,旭富士,1,0
H1-11,大関,旭富士,0,1
H1-11,大関,旭富士,1,0
H1-11,大関,旭富士,0,1
H1-11,大関,旭富士,1,0
H1-11,大関,旭富士,0,1
H1-11,大関,旭富士,1,0
H1-11,大関,旭富士,1,0
H1-11,大関,旭富士,1,0
H1-11,大関,旭富士,0,1
H1-11,大関,旭富士,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,0,1
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-11,張出大関,小錦,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,0,1
H1-3,大関,旭富士,0,1
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,大関,旭富士,1,0
H1-3,張出大関,朝潮,0,1
H1-3,張出大関,朝潮,0,1
H1-3,張出大関,朝潮,0,1
H1-3,張出大関,朝潮,0,1
H1-3,張出大関,朝潮,0,1
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,0,1
H1-3,大関,北天佑,0,1
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,1,0
H1-3,大関,北天佑,0,1
H1-3,張出大関,小錦,1,0
H1-3,張出大関,小錦,1,0
H1-3,張出大関,小錦,1,0
H1-3,張出大関,小錦,1,0
H1-3,張出大関,小錦,1,0
H1-3,張出大関,小錦,1,0
H1-3,張出大関,小錦,1,0
H1-3,張出大関,小錦,1,0
H1-3,張出大関,小錦,0,1
H1-3,張出大関,小錦,0,1
H1-3,張出大関,小錦,0,1
H1-3,張出大関,小錦,1,0
H1-3,張出大関,小錦,0,1
H1-3,張出大関,小錦,0,1
H1-3,張出大関,小錦,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,0,1
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,1,0
H1-5,大関,旭富士,0,1
H1-5,大関,旭富士,1,0
H1-5,大関,北天佑,1,0
H1-5,大関,北天佑,0,1
H1-5,大関,北天佑,1,0
H1-5,大関,北天佑,1,0
H1-5,大関,北天佑,1,0
H1-5,大関,北天佑,1,0
H1-5,大関,北天佑,1,0
H1-5,大関,北天佑,1,0
H1-5,大関,北天佑,1,0
H1-5,大関,北天佑,1,0
H1-5,大関,北天佑,1,0
H1-5,大関,北天佑,0,1
H1-5,大関,北天佑,0,1
H1-5,大関,北天佑,0,1
H1-5,大関,北天佑,0,1
H1-5,張出大関,小錦,1,0
H1-5,張出大関,小錦,0,1
H1-5,張出大関,小錦,1,0
H1-5,張出大関,小錦,0,1
H1-5,張出大関,小錦,1,0
H1-5,張出大関,小錦,1,0
H1-5,張出大関,小錦,1,0
H1-5,張出大関,小錦,1,0
H1-5,張出大関,小錦,1,0
H1-5,張出大関,小錦,0,1
H1-5,張出大関,小錦,0,1
H1-5,張出大関,小錦,0,1
H1-5,張出大関,小錦,1,0
H1-5,張出大関,小錦,1,0
H1-5,張出大関,小錦,0,1
H1-7,大関,旭富士,1,0
H1-7,大関,旭富士,1,0
H1-7,大関,旭富士,1,0
H1-7,大関,旭富士,1,0
H1-7,大関,旭富士,0,1
H1-7,大関,旭富士,0,1
H1-7,大関,旭富士,1,0
H1-7,大関,旭富士,1,0
H1-7,大関,旭富士,0,1
H1-7,大関,旭富士,1,0
H1-7,大関,旭富士,1,0
H1-7,大関,旭富士,0,1
H1-7,大関,旭富士,0,1
H1-7,大関,旭富士,0,1
H1-7,大関,旭富士,0,1
H1-7,大関,北天佑,0,1
H1-7,大関,北天佑,0,1
H1-7,大関,北天佑,0,1
H1-7,大関,北天佑,1,0
H1-7,大関,北天佑,1,0
H1-7,大関,北天佑,0,1
H1-7,大関,北天佑,1,0
H1-7,大関,北天佑,1,0
H1-7,大関,北天佑,0,1
H1-7,大関,北天佑,1,0
H1-7,大関,北天佑,1,0
H1-7,大関,北天佑,1,0
H1-7,大関,北天佑,1,0
H1-7,大関,北天佑,0,1
H1-7,大関,北天佑,1,0
H1-7,張出大関,小錦,0,1
H1-7,張出大関,小錦,1,0
H1-7,張出大関,小錦,0,1
H1-7,張出大関,小錦,1,0
H1-7,張出大関,小錦,0,1
H1-7,張出大関,小錦,1,0
H1-7,張出大関,小錦,1,0
H1-7,張出大関,小錦,1,0
H1-7,張出大関,小錦,0,1
H1-7,張出大関,小錦,0,1
H1-7,張出大関,小錦,0,1
H1-7,張出大関,小錦,0,1
H1-7,張出大関,小錦,1,0
H1-7,張出大関,小錦,1,0
H1-7,張出大関,小錦,1,0
H1-9,大関,北天佑,1,0
H1-9,大関,北天佑,1,0
H1-9,大関,北天佑,1,0
H1-9,大関,北天佑,1,0
H1-9,大関,北天佑,1,0
H1-9,大関,北天佑,1,0
H1-9,大関,北天佑,0,1
H1-9,大関,北天佑,1,0
H1-9,大関,北天佑,1,0
H1-9,大関,北天佑,0,1
H1-9,大関,北天佑,0,1
H1-9,大関,北天佑,1,0
H1-9,大関,北天佑,1,0
H1-9,大関,北天佑,0,1
H1-9,大関,北天佑,0,1
H1-9,大関,旭富士,0,1
H1-9,大関,旭富士,1,0
H1-9,大関,旭富士,1,0
H1-9,大関,旭富士,1,0
H1-9,大関,旭富士,0,1
H1-9,大関,旭富士,1,0
H1-9,大関,旭富士,1,0
H1-9,大関,旭富士,1,0
H1-9,大関,旭富士,1,0
H1-9,大関,旭富士,1,0
H1-9,大関,旭富士,0,1
H1-9,大関,旭富士,0,1
H1-9,大関,旭富士,0,1
H1-9,大関,旭富士,1,0
H1-9,大関,旭富士,0,1
H1-9,張出大関,小錦,0,1
H1-9,張出大関,小錦,1,0
H1-9,張出大関,小錦,1,0
H1-9,張出大関,小錦,0,1
H1-9,張出大関,小錦,0,1
H1-9,張出大関,小錦,0,1
H1-9,張出大関,小錦,0,1
H1-9,張出大関,小錦,0,1
H1-9,張出大関,小錦,1,0
H1-9,張出大関,小錦,0,1
H1-9,張出大関,小錦,0,1
H1-9,張出大関,小錦,0,1
H1-9,張出大関,小錦,0,1
H1-9,張出大関,小錦,1,0
H1-9,張出大関,小錦,1,0
H10-1,大関,貴ノ浪,1,0
H10-1,大関,貴ノ浪,1,0
H10-1,大関,貴ノ浪,1,0
H10-1,大関,貴ノ浪,1,0
H10-1,大関,貴ノ浪,0,1
H10-1,大関,貴ノ浪,1,0
H10-1,大関,貴ノ浪,0,1
H10-1,大関,貴ノ浪,1,0
H10-1,大関,貴ノ浪,0,1
H10-1,大関,貴ノ浪,1,0
H10-1,大関,貴ノ浪,1,0
H10-1,大関,貴ノ浪,0,1
H10-1,大関,貴ノ浪,1,0
H10-1,大関,貴ノ浪,1,0
H10-1,大関,貴ノ浪,0,1
H10-1,大関,若乃花,0,1
H10-1,大関,若乃花,1,0
H10-1,大関,若乃花,0,1
H10-1,大関,若乃花,1,0
H10-1,大関,若乃花,1,0
H10-1,大関,若乃花,0,1
H10-1,大関,若乃花,1,0
H10-1,大関,若乃花,1,0
H10-1,大関,若乃花,0,1
H10-1,大関,若乃花,1,0
H10-1,大関,若乃花,1,0
H10-1,大関,若乃花,1,0
H10-1,大関,若乃花,1,0
H10-1,大関,若乃花,0,1
H10-1,大関,若乃花,1,0
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,0,1
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,0,1
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,1,0
H10-1,大関,武蔵丸,0,1
H10-1,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,0,1
H10-11,大関,武蔵丸,0,1
H10-11,大関,武蔵丸,0,1
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,1,0
H10-11,大関,武蔵丸,0,1
H10-11,大関,貴ノ浪,0,1
H10-11,大関,貴ノ浪,1,0
H10-11,大関,貴ノ浪,0,1
H10-11,大関,貴ノ浪,1,0
H10-11,大関,貴ノ浪,1,0
H10-11,大関,貴ノ浪,1,0
H10-11,大関,貴ノ浪,1,0
H10-11,大関,貴ノ浪,1,0
H10-11,大関,貴ノ浪,1,0
H10-11,大関,貴ノ浪,1,0
H10-11,大関,貴ノ浪,0,1
H10-11,大関,貴ノ浪,0,1
H10-11,大関,貴ノ浪,0,1
H10-11,大関,貴ノ浪,0,1
H10-11,大関,貴ノ浪,0,1
H10-3,大関,武蔵丸,0,1
H10-3,大関,武蔵丸,1,0
H10-3,大関,武蔵丸,1,0
H10-3,大関,武蔵丸,1,0
H10-3,大関,武蔵丸,0,1
H10-3,大関,武蔵丸,0,1
H10-3,大関,武蔵丸,1,0
H10-3,大関,武蔵丸,1,0
H10-3,大関,武蔵丸,1,0
H10-3,大関,武蔵丸,0,1
H10-3,大関,武蔵丸,1,0
H10-3,大関,武蔵丸,1,0
H10-3,大関,武蔵丸,0,1
H10-3,大関,武蔵丸,0,1
H10-3,大関,武蔵丸,0,1
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,0,1
H10-3,大関,若乃花,1,0
H10-3,大関,若乃花,1,0
H10-3,大関,貴ノ浪,1,0
H10-3,大関,貴ノ浪,1,0
H10-3,大関,貴ノ浪,0,1
H10-3,大関,貴ノ浪,0,1
H10-3,大関,貴ノ浪,0,1
H10-3,大関,貴ノ浪,1,0
H10-3,大関,貴ノ浪,1,0
H10-3,大関,貴ノ浪,1,0
H10-3,大関,貴ノ浪,1,0
H10-3,大関,貴ノ浪,0,1
H10-3,大関,貴ノ浪,1,0
H10-3,大関,貴ノ浪,0,1
H10-3,大関,貴ノ浪,1,0
H10-3,大関,貴ノ浪,0,1
H10-3,大関,貴ノ浪,0,1
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,0,1
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,0,1
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,0,1
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,1,0
H10-5,大関,若乃花,1,0
H10-5,大関,貴ノ浪,1,0
H10-5,大関,貴ノ浪,1,0
H10-5,大関,貴ノ浪,1,0
H10-5,大関,貴ノ浪,0,1
H10-5,大関,貴ノ浪,1,0
H10-5,大関,貴ノ浪,0,1
H10-5,大関,貴ノ浪,1,0
H10-5,大関,貴ノ浪,0,1
H10-5,大関,貴ノ浪,1,0
H10-5,大関,貴ノ浪,1,0
H10-5,大関,貴ノ浪,1,0
H10-5,大関,貴ノ浪,0,1
H10-5,大関,貴ノ浪,1,0
H10-5,大関,貴ノ浪,1,0
H10-5,大関,貴ノ浪,1,0
H10-5,大関,武蔵丸,0,1
H10-5,大関,武蔵丸,1,0
H10-5,大関,武蔵丸,1,0
H10-5,大関,武蔵丸,1,0
H10-5,大関,武蔵丸,1,0
H10-5,大関,武蔵丸,0,1
H10-5,大関,武蔵丸,1,0
H10-5,大関,武蔵丸,1,0
H10-5,大関,武蔵丸,1,0
H10-5,大関,武蔵丸,1,0
H10-5,大関,武蔵丸,0,1
H10-5,大関,武蔵丸,1,0
H10-5,大関,武蔵丸,1,0
H10-5,大関,武蔵丸,0,1
H10-5,大関,武蔵丸,0,1
H10-7,大関,貴ノ浪,1,0
H10-7,大関,貴ノ浪,0,1
H10-7,大関,貴ノ浪,1,0
H10-7,大関,貴ノ浪,1,0
H10-7,大関,貴ノ浪,1,0
H10-7,大関,貴ノ浪,1,0
H10-7,大関,貴ノ浪,0,1
H10-7,大関,貴ノ浪,1,0
H10-7,大関,貴ノ浪,1,0
H10-7,大関,貴ノ浪,1,0
H10-7,大関,貴ノ浪,1,0
H10-7,大関,貴ノ浪,0,1
H10-7,大関,貴ノ浪,0,1
H10-7,大関,貴ノ浪,0,1
H10-7,大関,貴ノ浪,0,1
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,0,1
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,0,1
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,1,0
H10-7,大関,武蔵丸,0,1
H10-7,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,0,1
H10-9,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,0,1
H10-9,大関,武蔵丸,0,1
H10-9,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,0,1
H10-9,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,1,0
H10-9,大関,武蔵丸,1,0
H10-9,大関,貴ノ浪,1,0
H10-9,大関,貴ノ浪,0,1
H10-9,大関,貴ノ浪,1,0
H10-9,大関,貴ノ浪,0,1
H10-9,大関,貴ノ浪,1,0
H10-9,大関,貴ノ浪,1,0
H10-9,大関,貴ノ浪,1,0
H10-9,大関,貴ノ浪,0,1
H10-9,大関,貴ノ浪,1,0
H10-9,大関,貴ノ浪,0,1
H10-9,大関,貴ノ浪,0,1
H10-9,大関,貴ノ浪,1,0
H10-9,大関,貴ノ浪,1,0
H10-9,大関,貴ノ浪,1,0
H10-9,大関,貴ノ浪,1,0
H11-1,大関,武蔵丸,0,1
H11-1,大関,武蔵丸,1,0
H11-1,大関,武蔵丸,1,0
H11-1,大関,武蔵丸,1,0
H11-1,大関,武蔵丸,0,1
H11-1,大関,武蔵丸,0,1
H11-1,大関,武蔵丸,0,1
H11-1,大関,武蔵丸,1,0
H11-1,大関,武蔵丸,0,1
H11-1,大関,武蔵丸,1,0
H11-1,大関,武蔵丸,0,1
H11-1,大関,武蔵丸,1,0
H11-1,大関,武蔵丸,1,0
H11-1,大関,武蔵丸,0,1
H11-1,大関,武蔵丸,1,0
H11-1,大関,貴ノ浪,1,0
H11-1,大関,貴ノ浪,0,1
H11-1,大関,貴ノ浪,0,1
H11-1,大関,貴ノ浪,1,0
H11-1,大関,貴ノ浪,1,0
H11-1,大関,貴ノ浪,0,1
H11-1,大関,貴ノ浪,0,1
H11-1,大関,貴ノ浪,0,1
H11-1,大関,貴ノ浪,1,0
H11-1,大関,貴ノ浪,0,1
H11-1,大関,貴ノ浪,1,0
H11-1,大関,貴ノ浪,1,0
H11-1,大関,貴ノ浪,0,1
H11-1,大関,貴ノ浪,0,1
H11-1,大関,貴ノ浪,0,1
H11-11,大関,千代大海,0,1
H11-11,大関,千代大海,1,0
H11-11,大関,千代大海,1,0
H11-11,大関,千代大海,1,0
H11-11,大関,千代大海,0,1
H11-11,大関,千代大海,1,0
H11-11,大関,千代大海,1,0
H11-11,大関,千代大海,0,1
H11-11,大関,千代大海,1,0
H11-11,大関,千代大海,1,0
H11-11,大関,千代大海,1,0
H11-11,大関,千代大海,0,1
H11-11,大関,千代大海,0,1
H11-11,大関,千代大海,0,1
H11-11,大関,千代大海,1,0
H11-11,大関,貴ノ浪,1,0
H11-11,大関,貴ノ浪,1,0
H11-11,大関,貴ノ浪,0,1
H11-11,大関,貴ノ浪,1,0
H11-11,大関,貴ノ浪,1,0
H11-11,大関,貴ノ浪,0,1
H11-11,大関,貴ノ浪,0,1
H11-11,大関,貴ノ浪,0,1
H11-11,大関,貴ノ浪,0,1
H11-11,大関,貴ノ浪,1,0
H11-11,大関,貴ノ浪,0,1
H11-11,大関,貴ノ浪,1,0
H11-11,大関,貴ノ浪,0,1
H11-11,大関,貴ノ浪,0,1
H11-11,大関,貴ノ浪,0,1
H11-11,大関,出島,1,0
H11-11,大関,出島,0,1
H11-11,大関,出島,1,0
H11-11,大関,出島,1,0
H11-11,大関,出島,1,0
H11-11,大関,出島,1,0
H11-11,大関,出島,1,0
H11-11,大関,出島,1,0
H11-11,大関,出島,1,0
H11-11,大関,出島,1,0
H11-11,大関,出島,1,0
H11-11,大関,出島,0,1
H11-11,大関,出島,0,1
H11-11,大関,出島,0,1
H11-11,大関,出島,0,1
H11-3,大関,武蔵丸,0,1
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,0,1
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,武蔵丸,1,0
H11-3,大関,千代大海,0,1
H11-3,大関,千代大海,0,1
H11-3,大関,千代大海,0,1
H11-3,大関,千代大海,1,0
H11-3,大関,千代大海,0,1
H11-3,大関,千代大海,0,1
H11-3,大関,千代大海,1,0
H11-3,大関,千代大海,1,0
H11-3,大関,千代大海,0,1
H11-3,大関,千代大海,0,1
H11-3,大関,千代大海,0,1
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,0,1
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,0,1
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,1,0
H11-3,大関,貴ノ浪,0,1
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,0,1
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,0,1
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,1,0
H11-5,大関,武蔵丸,1,0
H11-5,大関,貴ノ浪,1,0
H11-5,大関,貴ノ浪,1,0
H11-5,大関,貴ノ浪,0,1
H11-5,大関,貴ノ浪,1,0
H11-5,大関,貴ノ浪,1,0
H11-5,大関,貴ノ浪,0,1
H11-5,大関,貴ノ浪,1,0
H11-5,大関,貴ノ浪,0,1
H11-5,大関,貴ノ浪,1,0
H11-5,大関,貴ノ浪,1,0
H11-5,大関,貴ノ浪,1,0
H11-5,大関,貴ノ浪,1,0
H11-5,大関,貴ノ浪,0,1
H11-5,大関,貴ノ浪,0,1
H11-5,大関,貴ノ浪,0,1
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,0,1
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,0,1
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,0,1
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,1,0
H11-5,大関,千代大海,0,0
H11-5,大関,千代大海,0,0
H11-5,大関,千代大海,0,0
H11-5,大関,千代大海,0,0
H11-7,大関,貴ノ浪,0,1
H11-7,大関,貴ノ浪,1,0
H11-7,大関,貴ノ浪,1,0
H11-7,大関,貴ノ浪,1,0
H11-7,大関,貴ノ浪,1,0
H11-7,大関,貴ノ浪,1,0
H11-7,大関,貴ノ浪,1,0
H11-7,大関,貴ノ浪,0,1
H11-7,大関,貴ノ浪,0,1
H11-7,大関,貴ノ浪,1,0
H11-7,大関,貴ノ浪,1,0
H11-7,大関,貴ノ浪,0,1
H11-7,大関,貴ノ浪,0,1
H11-7,大関,貴ノ浪,0,1
H11-7,大関,貴ノ浪,0,1
H11-7,大関,千代大海,1,0
H11-7,大関,千代大海,0,1
H11-7,大関,千代大海,1,0
H11-7,大関,千代大海,1,0
H11-7,大関,千代大海,1,0
H11-7,大関,千代大海,1,0
H11-7,大関,千代大海,1,0
H11-7,大関,千代大海,1,0
H11-7,大関,千代大海,1,0
H11-7,大関,千代大海,0,1
H11-7,大関,千代大海,0,1
H11-7,大関,千代大海,1,0
H11-7,大関,千代大海,0,1
H11-7,大関,千代大海,0,1
H11-7,大関,千代大海,1,0
H11-9,大関,千代大海,1,0
H11-9,大関,千代大海,1,0
H11-9,大関,千代大海,1,0
H11-9,大関,千代大海,1,0
H11-9,大関,千代大海,1,0
H11-9,大関,千代大海,0,1
H11-9,大関,千代大海,0,1
H11-9,大関,千代大海,0,1
H11-9,大関,千代大海,1,0
H11-9,大関,千代大海,1,0
H11-9,大関,千代大海,0,1
H11-9,大関,千代大海,1,0
H11-9,大関,千代大海,1,0
H11-9,大関,千代大海,1,0
H11-9,大関,千代大海,0,1
H11-9,大関,出島,0,1
H11-9,大関,出島,1,0
H11-9,大関,出島,0,1
H11-9,大関,出島,1,0
H11-9,大関,出島,0,1
H11-9,大関,出島,1,0
H11-9,大関,出島,1,0
H11-9,大関,出島,1,0
H11-9,大関,出島,1,0
H11-9,大関,出島,1,0
H11-9,大関,出島,0,1
H11-9,大関,出島,0,1
H11-9,大関,出島,1,0
H11-9,大関,出島,1,0
H11-9,大関,出島,1,0
H11-9,大関,貴ノ浪,1,0
H11-9,大関,貴ノ浪,0,1
H11-9,大関,貴ノ浪,1,0
H11-9,大関,貴ノ浪,1,0
H11-9,大関,貴ノ浪,0,1
H11-9,大関,貴ノ浪,0,1
H11-9,大関,貴ノ浪,0,1
H12-1,大関,出島,0,1
H12-1,大関,出島,0,1
H12-1,大関,出島,1,0
H12-1,大関,出島,0,1
H12-1,大関,出島,1,0
H12-1,大関,出島,1,0
H12-1,大関,出島,1,0
H12-1,大関,出島,1,0
H12-1,大関,出島,1,0
H12-1,大関,出島,1,0
H12-1,大関,出島,1,0
H12-1,大関,出島,0,1
H12-1,大関,出島,0,1
H12-1,大関,出島,0,1
H12-1,大関,出島,1,0
H12-1,大関,千代大海,1,0
H12-1,大関,千代大海,0,1
H12-1,大関,千代大海,0,1
H12-1,大関,千代大海,0,1
H12-1,大関,千代大海,1,0
H12-1,大関,千代大海,1,0
H12-1,大関,千代大海,1,0
H12-1,大関,千代大海,0,1
H12-1,大関,千代大海,1,0
H12-1,大関,千代大海,1,0
H12-1,大関,千代大海,1,0
H12-1,大関,千代大海,1,0
H12-1,大関,千代大海,0,1
H12-1,大関,千代大海,1,0
